"","File Name","Time (s) @ BFC","Back Knee Flexion @ BFC","Back Knee Extension Velocity @ BFC","COM (X) @ BFC","COM (Z) @ BFC","COM Velocity (X) @ BFC","COM Velocity (Z) @ BFC","Pelvis Rotation (Y) @ BFC","Trunk Rotation (Y) @ BFC","Trunk Flexion @ BFC","Shoulder Abduction @ BFC","Shoulder H Abduction @ BFC","Elbow Flexion @ BFC","Time (s) @ FFC","Stride Length (X) @ FFC","Stride Angle @ FFC","Back Knee Extension Velocity @ FFC","Front Knee Flexion @ FFC","Pelvis Rotation (Y) @ FFC","Trunk Rotation (Y) @ FFC","Trunk Flexion @ FFC","Shoulder Abduction @ FFC","Shoulder H Abduction @ FFC","Elbow Flexion @ FFC","COM (X) @ FFC","COM (Z) @ FFC","COM Velocity (X) @ FFC","COM Velocity (Z) @ FFC","Time (s) @ MAW","Front Knee Flexion @ MAW","Pelvis Rotation (Y) @ MAW","Trunk Rotation (Y) @ MAW","Shoulder Abduction @ MAW","Shoulder H Abduction @ MAW","Elbow Flexion @ MAW","Time (s) @ BR","Height @ BR","Front Knee Flexion @ BR","Front Knee Extension Velocity @ BR","Pelvis Rotation (Y) @ BR","Trunk Flexion @ BR","Trunk Rotation (Y) @ BR","Lateral Trunk Flexion @ BR","Shoulder Abduction @ BR","Shoulder H Abduction @ BR","Elbow Flexion @ BR","COM (X) @ BR","COM (Z) @ BR","COM Velocity (X) @ BR","COM Velocity (Z) @ BR","Hand COM (X) @ BR","Hand COM (Z) @ BR","Front Knee Extension Velocity (max)","Pelvis Rotation Velocity (max)","Trunk Rotation Velocity (max)","Trunk Flexion Velocity (max)","Trunk Flexion (max)","Shoulder Rotation Velocity (max)","Elbow Flexion (max)","Shoulder Rotation (max)","Elbow Extension Velocity (max)","Forearm Pronation (max)","COM Displacement (X) - stride","COM Displacement (X) - action","COM Displacement (X) - total","COM Displacement (Z) - stride","COM Displacement (Z) - action","COM Displacement (Z) - total","Δ COM Velocity (X) - stride","Δ COM Velocity (X) - action","Δ COM Velocity (X) - total","Δ COM Velocity (Z) - stride","Δ COM Velocity (Z) - action","Δ COM Velocity (Z) - total","Stretch (%height)","Span (%height)","Follow-Through (ms)"
"401","KOT025ec_throw11_rap11 - KOT_RH (6Hz)",1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.698122,-3.925304,-83.991349,-35.919209,-59.308401,-76.99971,4.779154,78.651858,-13.029216,101.336266,-0.590121,-0.186642,3.278468,-0.301609,1.47,-39.077368,-54.433977,-73.229067,79.6052,-13.559143,100.349862,1.6,1.81,-66.232678,-24.212227,-1.313337,-20.948366,1.333816,-32.815985,90.73855,52.085305,73.381927,-0.190256,-0.244097,2.103289,-0.37671,-0.034011,0.10434,590.522707,503.106339,725.230227,353.751762,13.478682,5103.854252,104.968521,-162.68341,-1065.033245,-28.987191,NA,0.399865,NA,NA,-0.057455,NA,NA,-1.175179,NA,NA,-0.075101,NA,0.0863232044198895,0.192506629834254,0.24
"402","KOT025ec_throw12_rap12 - KOT_RH (6Hz)",0.7,-73.801475,74.390998,NA,NA,NA,NA,-73.592714,NA,NA,NA,NA,NA,1.01,0.711375,-2.324543,101.083228,-31.005085,-69.95394,-68.080473,9.380211,79.871887,-7.138091,104.542111,-0.654377,-0.208731,3.101041,-0.397554,1.04,-36.379963,-57.993538,-72.845868,77.764453,-11.059889,117.489234,1.18,1.81,-39.869017,225.909933,6.015809,-28.281378,0.901691,-31.799222,93.519379,49.457,53.295834,-0.206726,-0.29088,1.751436,-0.461354,0.110108,0.118095,485.322539,569.445148,732.500558,369.885214,13.870339,5493.058608,117.489234,-153.830383,-1709.043068,-27.772911,NA,0.447651,NA,NA,-0.082149,NA,NA,-1.349605,NA,NA,-0.0638,NA,0.175046408839779,0.225953038674033,0.24
"403","KOT025ec_throw13_rap13 - KOT_RH (6Hz)",0.85,-65.139937,NA,NA,NA,NA,NA,-70.448904,NA,NA,NA,NA,NA,1.21,0.67589,-4.516772,-245.040203,-35.472532,-48.020567,-54.826714,-2.19932,82.231066,-4.884417,109.525155,-0.432245,-0.222425,3.139439,-0.437619,1.16,-29.563533,-69.816388,-76.336288,81.581689,-8.470764,108.050798,1.3,1.81,-47.805991,9.194044,-10.458549,-22.927247,-0.298717,-28.372624,88.761481,50.341181,80.979155,-0.198946,-0.265382,1.955971,-0.510974,0.025715,0.066614,416.839381,495.163835,751.079773,352.452745,10.759589,4664.766503,111.058312,-152.843562,-943.984628,-15.838047,NA,0.233299,NA,NA,-0.042957,NA,NA,-1.183468,NA,NA,-0.0733550000000001,NA,0.124122099447514,0.18342320441989,0.25
"404","KOT025ec_throw2_rap2 - KOT_RH (6Hz)",0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.678705,-5.190173,-251.454726,-34.830569,-54.398016,-62.776042,4.121662,88.426729,-17.186944,101.989395,-0.565816,-0.213296,3.110293,-0.502531,0.95,-27.388874,-68.339323,-75.708681,84.903893,-12.740487,109.07783,1.09,1.81,-47.271819,41.097712,-10.3206,-16.805427,0.916634,-21.635158,95.558769,48.855921,86.290804,-0.301624,-0.265718,2.081308,-0.433271,-0.160216,0.1013,327.086892,482.557729,729.78974,313.842388,14.199693,4208.587192,109.907232,-141.648799,-1251.672574,-69.57589,NA,0.264192,NA,NA,-0.052422,NA,NA,-1.028985,NA,NA,0.0692599999999999,NA,0.0781259668508287,0.202772375690608,0.25
"405","KOT025ec_throw3_rap3 - KOT_RH (6Hz)",0.97,-65.507615,256.101926,NA,NA,NA,NA,-75.510804,NA,NA,NA,NA,NA,1.28,0.689077,-0.75351,-41.386396,-35.474309,-69.072598,-75.549628,7.508285,83.510799,-9.873724,113.302303,-0.588018,-0.223529,2.96758,-0.328998,1.27,-33.572935,-71.78507,-73.641577,83.058291,-8.51812,115.187202,1.42,1.81,-46.541005,142.840765,-3.551827,-22.329991,0.094521,-29.435044,89.484849,49.561633,78.045908,-0.238089,-0.288597,1.713418,-0.419562,0.017799,0.047184,707.008928,549.516995,749.10669,327.97624,14.00376,5164.351878,115.187202,-150.681815,-941.655133,-29.648524,NA,0.349929,NA,NA,-0.065068,NA,NA,-1.254162,NA,NA,-0.090564,NA,0.141374585635359,0.185514364640884,0.24
"406","KOT025ec_throw4_rap4 - KOT_RH (6Hz)",0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.706443,-6.438096,-74.07256,-37.12522,-71.434292,-81.103456,11.123058,84.051081,-9.121827,104.422901,-0.613681,-0.156319,3.265368,-0.371006,0.99,-37.12522,-71.434292,-81.103456,84.051081,-9.121827,104.422901,1.13,1.81,-55.262674,66.919079,-10.922245,-19.939525,-2.545095,-27.909085,91.621561,47.896334,95.667237,-0.230743,-0.229201,2.000606,-0.498022,-0.022523,0.082427,326.843866,513.520483,754.317979,316.883786,16.432825,4850.444321,113.580303,-154.692,-1608.194397,-22.515547,NA,0.382938,NA,NA,-0.072882,NA,NA,-1.264762,NA,NA,-0.127016,NA,0.115038674033149,0.172170165745856,0.24
"407","KOT025ec_throw5_rap5 - KOT_RH (6Hz)",0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.68893,-1.900257,-155.105939,-35.986807,-65.657286,-74.970082,6.065086,82.494226,-10.745641,111.981152,-0.598704,-0.279378,3.037321,-0.421534,1.01,-35.986807,-65.657286,-74.970082,82.494226,-10.745641,111.981152,1.16,1.81,-37.024167,217.249084,-4.619908,-28.789942,5.527387,-27.22267,118.350617,65.783492,59.672945,-0.246211,-0.36107,1.500656,-0.446117,0.171701,0.022589,416.812252,507.848726,707.835628,319.849049,13.657802,4964.026186,111.981152,-147.555923,-995.232478,-88.299532,NA,0.352493,NA,NA,-0.081692,NA,NA,-1.536665,NA,NA,-0.024583,NA,0.230890607734807,0.211966298342541,0.23
"408","KOT025ec_throw6_rap6 - KOT_RH (6Hz)",0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,0.710252,-4.341348,-169.116229,-35.021919,-64.445791,-77.365465,9.412255,86.471422,-11.435046,91.296771,-0.499107,-0.148982,3.157137,-0.467904,1.29,-30.252884,-73.753591,-75.415408,85.824063,-9.13762,80.414285,1.45,1.81,-53.055224,54.573033,-6.834397,-22.75657,-0.287801,-23.516834,94.977517,41.453549,86.704116,-0.152381,-0.217072,1.943509,-0.423872,0.07666,0.077915,424.597977,487.273949,751.941513,350.613216,20.561534,5351.909263,110.503277,-156.209683,-1628.701636,-124.643237,NA,0.346726,NA,NA,-0.06809,NA,NA,-1.213628,NA,NA,0.044032,NA,0.126541988950276,0.162976243093923,0.25
"409","KOT025ec_throw7_rap7 - KOT_RH (6Hz)",0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.730122,-0.256468,-130.77203,-33.681213,-64.151694,-76.8251,7.712604,82.367376,-12.562903,95.19554,-0.60001,-0.201456,3.125052,-0.399138,1.29,-31.207303,-66.939038,-76.106186,82.232362,-11.915461,93.257212,1.44,1.81,-49.510895,110.414562,-7.830656,-24.392939,-2.963348,-22.855845,97.051277,44.894586,72.968691,-0.231239,-0.2749,1.821412,-0.500275,-0.008939,0.046414,537.672333,452.399206,693.853192,343.800009,16.77819,5726.783393,107.319275,-150.192258,-872.505507,-26.504518,NA,0.368771,NA,NA,-0.073444,NA,NA,-1.30364,NA,NA,-0.101137,NA,0.122817679558011,0.177521546961326,0.25
"410","KOT025ec_throw8_rap8 - KOT_RH (6Hz)",0.7,-69.906609,NA,NA,NA,NA,NA,-75.269291,NA,NA,NA,NA,NA,1,0.706642,-2.715246,-79.549438,-31.620607,-68.962081,-77.67768,6.21841,76.536953,-8.938199,108.93771,-0.499613,-0.189342,3.314741,-0.375133,1,-31.620607,-68.962081,-77.67768,76.536953,-8.938199,108.93771,1.16,1.81,-55.509422,100.298639,-3.699092,-26.223033,4.911013,-33.954842,111.681122,58.625252,54.214292,-0.051659,-0.261264,1.999249,-0.488688,0.357882,0.042077,405.600667,508.179969,724.706074,352.899942,13.144582,4455.138748,108.93771,-148.261754,-855.422526,-53.692414,NA,0.447954,NA,NA,-0.071922,NA,NA,-1.315492,NA,NA,-0.113555,NA,0.226265745856354,0.167591712707182,0.22
"411","KOT025ec_throw9_rap9 - KOT_RH (6Hz)",0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.697425,-6.982449,-136.547967,-34.6659,-57.672892,-71.671516,-4.098446,75.464751,-10.677051,107.22174,-0.562162,-0.212655,3.27567,-0.531925,1.25,-30.824506,-66.343329,-68.72365,74.486655,-10.315945,108.55832,1.4,1.81,-55.96395,-14.863824,0.541226,-26.974154,-5.435637,-36.061216,83.429318,53.04714,62.76048,-0.195442,-0.294918,1.981393,-0.528179,-0.025664,0.067437,508.482611,518.187843,683.786524,355.137619,8.047057,5749.30649,118.807245,-151.510243,-1072.174721,-38.520243,NA,0.36672,NA,NA,-0.082263,NA,NA,-1.294277,NA,NA,0.00374600000000003,NA,0.0938,0.200196132596685,0.25
"412","KOT026ll_throw1_rap1 - KOT_RH (6Hz)",1.01,-65.996103,79.423507,NA,NA,NA,NA,-56.319335,NA,NA,NA,NA,NA,1.28,0.727121,4.030886,310.864629,-34.115503,-73.963064,-61.454318,16.144849,93.513234,-2.215916,122.674965,-0.631368,-0.195776,2.932129,-0.092314,1.29,-35.819003,-75.253203,-64.870605,97.714703,-4.124536,118.187313,1.47,1.81,-36.605051,235.307912,-18.954674,-45.287365,7.779266,-22.211151,121.950761,36.623441,88.003628,-0.177917,-0.255365,1.493393,-0.249175,0.191782,0.203357,239.473135,547.062531,765.795475,331.660577,25.835913,3567.641448,126.754055,-174.2077,-2221.63086,-32.235386,NA,0.453451,NA,NA,-0.059589,NA,NA,-1.438736,NA,NA,-0.156861,NA,0.204253591160221,0.253437569060773,0.22
"413","KOT026ll_throw10_rap10 - KOT_RH (6Hz)",0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.697422,9.506645,253.118625,-40.260363,-71.932931,-67.848917,6.528506,86.518594,-6.843322,113.31269,-0.678811,-0.291671,3.193696,0.008462,1.37,-54.24955,-40.745471,-63.903983,106.425571,-19.68145,91.665278,1.46,1.81,-34.236333,344.002834,0.661065,-41.119056,-2.188839,-28.321636,110.758851,18.4772,78.384521,-0.250468,-0.337142,1.834151,-0.269872,-0.171434,0.085527,344.002834,580.051373,751.92569,468.291966,29.560687,3799.073937,174.179145,-177.410014,-2122.070532,-27.998287,NA,0.428343,NA,NA,-0.045471,NA,NA,-1.359545,NA,NA,-0.278334,NA,0.0436651933701658,0.233518784530387,0.24
"414","KOT026ll_throw11_rap11 - KOT_RH (6Hz)",0.84,-68.122003,109.424206,-1.163419,-0.329014,2.541418,-0.181856,-71.994394,-45.774495,22.278342,61.808723,8.1604,101.39446,1.01,0.713915,5.397387,163.949356,-37.425193,-78.103795,-70.460332,7.85362,96.939394,-13.005045,106.714067,-0.672082,-0.341081,3.144919,-0.036699,1.06,-45.658194,-58.695692,-61.121384,109.317144,-18.680632,77.473507,1.17,1.81,-35.564897,181.781746,-16.660738,-46.842065,4.211963,-26.754831,115.309883,35.633164,88.784583,-0.278966,-0.384867,1.68715,-0.177457,-0.024031,0.015766,214.661716,509.079193,720.738406,401.484057,26.47487,3558.976358,126.196794,-177.233111,-1859.650415,-39.84168,0.491337,0.393116,0.884453,-0.012067,-0.043786,-0.055853,0.603501,-1.457769,-0.854268,0.145157,-0.140758,0.00439899999999999,0.140848066298343,0.221344198895028,0.24
"415","KOT026ll_throw12_rap12 - KOT_RH (6Hz)",1.16,-70.961966,41.08114,-1.119788,-0.238061,2.292822,-0.229082,-64.493076,-42.64666,27.604476,60.562777,5.801751,89.781041,1.34,0.711105,14.693269,252.409585,-40.334081,-76.958495,-67.330158,14.444736,89.608636,-11.140184,117.649284,-0.642351,-0.250279,2.974571,0.080286,1.34,-40.334081,-76.958495,-67.330158,89.608636,-11.140184,117.649284,1.52,1.81,-29.249853,301.564487,-8.38639,-46.318082,10.189848,-20.817823,120.32703,32.748511,76.09193,-0.218234,-0.274747,1.318243,-0.146762,0.140725,0.193214,303.214403,513.432588,772.354535,281.334485,29.395315,4010.887886,124.160428,-178.906442,-1417.305008,-175.35701,0.477437,0.424117,0.901554,-0.012218,-0.024468,-0.036686,0.681749,-1.656328,-0.974579,0.309368,-0.227048,0.08232,0.198319889502762,0.258541988950276,0.23
"416","KOT026ll_throw13_rap13 - KOT_RH (6Hz)",1.14,-64.132309,151.5049,-1.063938,-0.27179,2.603276,-0.244728,-73.898794,-44.476199,25.007601,66.258352,11.105432,97.953307,1.3,0.703875,1.189486,162.814211,-48.819078,-72.09742,-69.992325,3.137795,88.340739,-5.333174,112.305231,-0.581287,-0.292209,3.19967,-0.137682,1.29,-46.198478,-74.598867,-67.311976,83.806294,-2.914195,117.576492,1.45,1.81,-40.590216,351.200928,-3.023105,-43.944506,3.87916,-31.958872,110.425402,23.664542,84.381905,-0.190174,-0.340249,1.665234,-0.248825,-0.068653,0.080348,359.501418,564.288408,773.288191,438.350221,26.047319,4153.034168,124.123171,-178.546474,-966.537407,-42.194806,0.482651,0.391113,0.873764,-0.020419,-0.04804,-0.068459,0.596394,-1.534436,-0.938042,0.107046,-0.111143,-0.00409699999999999,0.0671386740331492,0.232374033149171,0.24
"417","KOT026ll_throw14_rap14 - KOT_RH (6Hz)",0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.688117,6.690552,333.531415,-35.284955,-74.584662,-60.496339,15.193824,79.582308,-0.29242,122.274412,-0.73067,-0.24591,2.871242,-0.080578,1.32,-40.733962,-76.123958,-66.685439,88.034895,-3.965789,116.271991,1.51,1.81,-31.143079,292.835036,-5.433453,-47.835438,11.510422,-15.619707,116.508139,39.752754,83.968003,-0.238213,-0.307282,1.358636,-0.262656,0.25282,0.134173,316.256939,547.538378,744.7732,325.683019,27.416437,3492.071046,123.442271,-176.628788,-1020.303484,-32.532988,NA,0.492457,NA,NA,-0.061372,NA,NA,-1.512606,NA,NA,-0.182078,NA,0.271288950276243,0.243897790055249,0.23
"418","KOT026ll_throw15_rap15 - KOT_RH (6Hz)",1.13,-65.974327,70.1663,-1.088286,-0.242087,2.326203,-0.281238,-73.049954,-40.92826,25.591861,63.011803,7.527776,94.323831,1.29,0.702993,12.139445,285.252898,-38.217695,-77.500752,-60.868707,9.701577,80.337091,-6.42789,118.811683,-0.668055,-0.262012,2.871963,-0.121712,1.3,-40.550072,-76.75881,-63.233705,83.808949,-8.634895,115.335256,1.47,1.81,-35.317613,319.190662,-10.557129,-51.532501,5.553374,-33.551986,114.137483,33.382022,92.55892,-0.243714,-0.312387,1.398835,-0.238513,0.019835,0.086505,331.700402,532.500888,730.193073,413.865436,26.824671,3543.006756,123.166297,-177.349155,-2106.197538,-32.589424,0.420231,0.424341,0.844572,-0.019925,-0.050375,-0.0703,0.54576,-1.473128,-0.927368,0.159526,-0.116801,0.042725,0.145607182320442,0.220382320441989,0.24
"419","KOT026ll_throw2_rap2 - KOT_RH (6Hz)",0.96,-81.511541,256.609116,NA,NA,NA,NA,-81.618065,NA,NA,NA,NA,NA,1.27,0.670135,11.009131,293.387686,-42.197463,-72.411337,-65.091469,7.775458,89.78706,-4.095758,122.672344,-0.569192,-0.234484,2.915833,-0.022086,1.28,-44.531831,-69.899464,-67.794363,93.645526,-6.340093,118.783494,1.45,1.81,-33.746313,321.028984,1.199048,-45.486631,11.055004,-29.408965,112.230455,31.497641,98.519863,-0.142849,-0.275236,1.527603,-0.252433,0.21104,0.107846,321.028984,557.582222,790.292013,423.026602,19.764796,3734.070178,124.411775,-178.421176,-3739.234108,-29.389413,NA,0.426343,NA,NA,-0.040752,NA,NA,-1.38823,NA,NA,-0.230347,NA,0.195518784530387,0.211647513812155,0.22
"420","KOT026ll_throw3_rap3 - KOT_RH (6Hz)",1.15,-64.268589,89.627798,-1.10376,-0.218099,2.469692,-0.084386,-63.476183,-39.603125,26.983098,60.49697,7.2323,85.679523,1.3,0.69737,13.130182,247.522544,-38.528881,-77.588973,-65.432337,11.774162,79.957137,1.140927,119.965986,-0.678368,-0.222024,3.119759,-0.002022,1.3,-38.528881,-77.588973,-65.432337,79.957137,1.140927,119.965986,1.48,1.81,-42.188592,218.710537,-9.501347,-45.243042,1.454899,-21.273298,111.042635,28.951746,75.637084,-0.231985,-0.267262,1.485424,-0.222893,0.037194,0.180263,223.169992,541.946449,723.573987,354.645732,27.059463,3360.065307,123.135436,-177.559587,-901.235936,-31.329881,0.425392,0.446383,0.871775,-0.00392500000000001,-0.045238,-0.049163,0.650067,-1.634335,-0.984268,0.082364,-0.220871,-0.138507,0.148717679558011,0.24725138121547,0.23
"421","KOT026ll_throw4_rap4 - KOT_RH (6Hz)",0.94,-74.224988,162.421303,NA,NA,NA,NA,-69.34125,NA,NA,NA,NA,NA,1.29,0.685351,4.935942,274.256253,-40.14806,-76.764091,-67.373054,6.398952,90.340306,-6.855924,109.331621,-0.60725,-0.257029,2.951087,-0.131482,1.36,-52.931395,-47.842589,-57.033689,108.095589,-13.536216,85.882745,1.47,1.81,-34.896288,201.921126,-6.619962,-46.028582,8.770327,-29.009931,115.10233,35.038597,81.673941,-0.186237,-0.319902,1.517588,-0.233586,0.249754,0.070985,259.20007,529.912934,745.01623,365.716644,19.504158,3381.995119,120.30604,-177.692576,-1396.518887,-31.443527,NA,0.421013,NA,NA,-0.062873,NA,NA,-1.433499,NA,NA,-0.102104,NA,0.240879005524862,0.215959668508287,0.22
"422","KOT026ll_throw5_rap5 - KOT_RH (6Hz)",1,-65.241282,146.540773,NA,NA,NA,NA,-57.275501,NA,NA,NA,NA,NA,1.31,0.692696,9.975423,267.971721,-36.328333,-73.252159,-69.234139,11.49339,90.890688,-7.520764,115.183123,-0.680525,-0.252935,2.965019,-0.027985,1.31,-36.328333,-73.252159,-69.234139,90.890688,-7.520764,115.183123,1.49,1.81,-33.445034,210.951649,-12.148936,-44.834257,10.541667,-21.098943,117.033792,31.213803,70.273536,-0.266053,-0.297455,1.452054,-0.11156,0.17297,0.140432,241.264591,447.69064,756.930629,322.644631,22.948277,3362.785043,125.213003,-178.275404,-1044.340652,-35.752349,NA,0.414472,NA,NA,-0.04452,NA,NA,-1.512965,NA,NA,-0.083575,NA,0.242554143646409,0.241926519337017,0.23
"423","KOT026ll_throw6_rap6 - KOT_RH (6Hz)",0.95,-72.852011,209.515824,NA,NA,NA,NA,-66.857359,NA,NA,NA,NA,NA,1.32,0.685442,9.86914,252.509805,-38.049908,-77.342192,-69.960213,7.66317,94.229983,-7.822206,109.10835,-0.537669,-0.299954,2.858619,-0.069773,1.31,-36.036756,-76.887944,-67.270554,89.73325,-5.010733,112.980154,1.51,1.81,-29.775671,320.396633,-12.008425,-47.692546,15.305209,-29.353732,114.52834,38.870585,79.771745,-0.126144,-0.353958,1.230431,-0.228995,0.343289,0.020292,320.396633,524.384903,843.16276,308.039469,19.753427,3341.358563,119.628369,-174.346447,-964.604778,-36.744016,NA,0.411525,NA,NA,-0.054004,NA,NA,-1.628188,NA,NA,-0.159222,NA,0.259355248618785,0.206767955801105,0.22
"424","KOT026ll_throw7_rap7 - KOT_RH (6Hz)",0.65,-71.232035,252.382161,NA,NA,NA,NA,-72.963153,NA,NA,NA,NA,NA,1.01,0.684724,-0.608447,170.193756,-47.761713,-67.891559,-70.881745,1.296681,96.180022,-3.297401,106.507885,-0.520794,-0.309841,2.893374,-0.123302,0.99,-43.785567,-73.731988,-66.898357,86.648582,1.407139,115.185412,1.17,1.81,-36.67647,239.118355,-1.971676,-45.574652,12.528539,-29.437033,114.355281,30.221841,25.878185,-0.162341,-0.358894,1.337878,-0.142026,0.214571,0.162036,299.198885,526.283939,788.865949,350.804533,23.187744,3555.172885,122.794598,-174.494609,-4022.174312,-263.672644,NA,0.358453,NA,NA,-0.049053,NA,NA,-1.555496,NA,NA,-0.018724,NA,0.208238674033149,0.287806629834254,0.24
"425","KOT026ll_throw8_rap8 - KOT_RH (6Hz)",0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,0.676128,11.310012,187.206743,-40.145762,-77.235472,-72.436983,8.723355,99.139166,-15.387694,113.86032,-0.661645,-0.277459,2.920565,0.135769,1.31,-40.145762,-77.235472,-72.436983,99.139166,-15.387694,113.86032,1.49,1.81,-31.267477,289.538604,-8.869383,-49.239545,14.345197,-20.176393,122.425587,36.259727,70.563489,-0.263951,-0.297724,1.320793,-0.006401,0.225108,0.108506,289.634202,527.135877,808.015167,283.670438,34.914856,4821.792025,133.015826,-169.510434,-878.353388,-262.269003,NA,0.397694,NA,NA,-0.020265,NA,NA,-1.599772,NA,NA,-0.14217,NA,0.270198342541436,0.224436464088398,0.21
"426","KOT026ll_throw9_rap9 - KOT_RH (6Hz)",0.84,-67.021343,95.491243,-1.081173,-0.246188,2.400725,-0.285292,-73.160887,-45.626985,20.139776,55.975507,14.544889,93.011243,1.01,0.675081,2.428767,322.871332,-41.000782,-75.702894,-56.00645,13.424364,78.291682,1.591715,122.992659,-0.633844,-0.287487,2.939682,-0.138619,1.1,-60.835652,-44.225676,-57.740592,113.903757,-8.519037,81.288297,1.2,1.81,-42.909602,258.399844,-0.580891,-45.420196,5.083833,-31.494147,111.528464,31.537091,53.923486,-0.156871,-0.35075,1.559025,-0.198199,-0.024505,0.104368,279.674102,507.094617,703.496242,389.681827,24.021758,5052.801972,124.572172,-176.351653,-9453.675604,-260.125843,0.447329,0.476973,0.924302,-0.041299,-0.063263,-0.104562,0.538957,-1.380657,-0.8417,0.146673,-0.05958,0.087093,0.0731303867403315,0.251446408839779,0.24
"427","KOT027lk_throw1_rap1 - KOT_RH (6Hz)",0.9,-44.173294,185.784245,-1.29384,-0.334242,2.083255,-0.597497,-73.054723,-59.307677,17.768185,26.85084,51.061683,88.707412,1.21,0.646321,12.678956,59.098183,-37.014433,-86.255849,-74.6932,7.37143,56.821357,-1.036201,98.106183,-0.553409,-0.404633,2.754527,0.015953,1.22,-39.824475,-83.293362,-76.894589,54.353875,-4.229578,98.162244,1.38,1.77,-58.940481,93.521446,-13.320316,-32.84689,-6.918202,-24.884776,90.465775,44.251694,94.253637,-0.159214,-0.436439,1.508687,-0.204297,0.011372,-0.098477,220.417924,884.161449,700.540619,328.078333,18.098957,5319.304323,139.810634,-140.046302,-1731.006402,-23.004368,0.740431,0.394195,1.134626,-0.070391,-0.031806,-0.102197,0.671272,-1.24584,-0.574568,0.61345,-0.22025,0.3932,0.0963762711864407,0.190938983050847,0.23
"428","KOT027lk_throw10_rap10 - KOT_RH (6Hz)",0.53,-51.14288,172.25463,-1.401443,-0.322449,1.81124,-0.378368,-62.967637,-68.098444,15.712006,28.185825,63.132878,114.957497,1.01,0.654181,6.167984,-81.660782,-41.740166,-74.022942,-81.9935,6.275768,53.295563,-8.747875,84.865349,-0.424045,-0.370128,2.510493,0.081719,0.98,-38.694091,-84.321597,-84.355267,59.925615,-1.110187,87.85057,1.15,1.77,-47.183502,67.581426,-21.724521,-25.203313,-3.009052,-19.389436,104.391344,47.52536,69.093539,-0.153718,-0.379102,1.294002,0.006853,0.112747,0.003772,198.766732,480.705008,688.23741,291.185689,20.629128,3839.000225,136.528144,-138.237095,-2134.735897,-16.29075,0.977398,0.270327,1.247725,-0.047679,-0.00897399999999998,-0.056653,0.699253,-1.216491,-0.517238,0.460087,-0.074866,0.385221,0.150545197740113,0.216312994350282,0.51
"429","KOT027lk_throw11_rap11 - KOT_RH (6Hz)",0.88,-35.560847,188.924464,-1.23949,-0.410465,1.835354,-0.205783,-77.234009,-68.073359,13.221885,24.661521,45.225187,110.623297,1.31,0.643548,7.182289,-96.185817,-42.542094,-64.213347,-81.53292,3.019159,52.259264,-3.285197,88.555164,-0.375933,-0.422329,2.543949,0.177551,1.29,-40.709144,-71.759158,-86.642307,56.936405,2.779009,91.045211,1.45,1.77,-49.616871,68.96682,-8.79344,-24.471151,-2.925892,-27.012055,90.602013,38.631935,65.865031,-0.085394,-0.424475,1.427019,-0.047083,0.153535,-0.061561,194.984474,450.051548,691.818455,270.267221,16.844657,4811.459575,154.857954,-137.689852,-1033.02526,-17.895778,0.863557,0.290539,1.154096,-0.011864,-0.00214599999999998,-0.01401,0.708595,-1.11693,-0.408335,0.383334,-0.224634,0.1587,0.13498813559322,0.20503615819209,0.29
"430","KOT027lk_throw12_rap12 - KOT_RH (6Hz)",0.61,-43.36383,42.839055,-1.30208,-0.403934,1.694261,-0.501712,-70.665834,-68.599926,16.60508,22.734309,54.316889,95.756423,1.01,0.639572,4.140008,-154.964506,-44.53913,-60.990868,-73.259711,0.558743,50.852991,-6.313397,84.56574,-0.365256,-0.415906,2.647493,0.086262,0.98,-40.432472,-73.563741,-85.874195,54.9035,-0.746743,90.197001,1.13,1.77,-53.826349,41.27995,-13.748585,-24.837975,-4.406503,-25.444688,93.320998,42.301346,68.903371,-0.108684,-0.424325,1.579319,-0.049394,0.081554,-0.054044,206.783833,465.242626,664.514051,310.386554,18.044778,4588.403805,144.558003,-136.649036,-1352.301444,-8.920238,0.936824,0.256572,1.193396,-0.011972,-0.00841900000000001,-0.020391,0.953232,-1.068174,-0.114942,0.587974,-0.135656,0.452318,0.107479096045198,0.209198305084746,0.24
